Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Datetime,,,,,
2024-06-04 13:30:00+00:00,5276.830078125,5284.75,5257.6298828125,5278.240234375,594618672
2024-06-04 17:30:00+00:00,5290.740234375,5298.7998046875,5271.47021484375,5276.83984375,743513483
2024-06-05 13:30:00+00:00,5335.35986328125,5338.009765625,5297.64013671875,5314.47998046875,602290204
2024-06-05 17:30:00+00:00,5353.64013671875,5353.64013671875,5334.56982421875,5335.2900390625,731656000
2024-06-06 13:30:00+00:00,5348.85986328125,5362.35009765625,5340.14990234375,5357.7998046875,583102468
2024-06-06 17:30:00+00:00,5352.91015625,5353.830078125,5335.35986328125,5348.8798828125,708227577
2024-06-07 13:30:00+00:00,5368.2900390625,5375.080078125,5331.330078125,5343.81005859375,533077502
2024-06-07 17:30:00+00:00,5346.2998046875,5370.5,5341.8798828125,5368.3798828125,650597487
2024-06-10 13:30:00+00:00,5349.2900390625,5357.9599609375,5331.52001953125,5341.22021484375,691390176
2024-06-10 17:30:00+00:00,5360.66015625,5365.7900390625,5348.1201171875,5349.18017578125,822667000
2024-06-11 13:30:00+00:00,5348.6201171875,5354.2998046875,5327.25,5353.0,679788090
2024-06-11 17:30:00+00:00,5375.81005859375,5375.9501953125,5348.4501953125,5348.56005859375,759508000
2024-06-12 13:30:00+00:00,5436.06005859375,5446.27978515625,5409.1298828125,5409.1298828125,742403807
2024-06-12 17:30:00+00:00,5421.14013671875,5447.25,5410.0400390625,5435.990234375,950440000
2024-06-13 13:30:00+00:00,5423.669921875,5441.93017578125,5402.509765625,5441.93017578125,678761647
2024-06-13 17:30:00+00:00,5432.81005859375,5439.3798828125,5418.9501953125,5423.64013671875,752536000
2024-06-14 13:30:00+00:00,5426.43017578125,5429.47021484375,5403.75,5424.080078125,675846821
2024-06-14 17:30:00+00:00,5432.35009765625,5432.39013671875,5417.419921875,5426.3798828125,706361000
2024-06-17 13:30:00+00:00,5467.77978515625,5469.919921875,5420.39990234375,5431.10986328125,671120514
2024-06-17 17:30:00+00:00,5473.669921875,5488.5,5467.60986328125,5467.919921875,835217000
2024-06-18 13:30:00+00:00,5485.06982421875,5486.509765625,5471.31982421875,5476.14990234375,701723870
2024-06-18 17:30:00+00:00,5486.81005859375,5490.3798828125,5476.169921875,5485.10009765625,779750000
2024-06-20 13:30:00+00:00,5464.10986328125,5505.52978515625,5461.919921875,5499.990234375,827496804
2024-06-20 17:30:00+00:00,5472.4599609375,5485.72998046875,5455.56005859375,5464.1201171875,930024000
2024-06-21 13:30:00+00:00,5462.56982421875,5478.31005859375,5452.02978515625,5466.77001953125,720661337
2024-06-21 17:30:00+00:00,5467.64990234375,5473.009765625,5457.18017578125,5462.5498046875,974460000
2024-06-24 13:30:00+00:00,5463.81005859375,5490.66015625,5458.5,5459.580078125,787783265
2024-06-24 17:30:00+00:00,5448.93017578125,5467.60986328125,5447.58984375,5463.77978515625,839798000
2024-06-25 13:30:00+00:00,5457.89013671875,5466.39013671875,5446.56005859375,5460.72998046875,709630472
2024-06-25 17:30:00+00:00,5470.43994140625,5472.8798828125,5455.97998046875,5458.0,739201000
2024-06-26 13:30:00+00:00,5466.10986328125,5475.56982421875,5451.8701171875,5460.7099609375,1228192000
2024-06-26 17:30:00+00:00,5478.60986328125,5483.14013671875,5462.64013671875,5466.10986328125,802938000
2024-06-27 13:30:00+00:00,5484.18994140625,5490.81005859375,5468.080078125,5473.58984375,710089247
2024-06-27 17:30:00+00:00,5482.10009765625,5485.56005859375,5467.5400390625,5484.240234375,754063000
2024-06-28 13:30:00+00:00,5483.52978515625,5523.64013671875,5476.2001953125,5488.47998046875,804929523
2024-06-28 17:30:00+00:00,5459.16015625,5486.18017578125,5451.1201171875,5483.5,978002000
2024-07-01 13:30:00+00:00,5471.02001953125,5479.5498046875,5446.52978515625,5471.080078125,718486559
2024-07-01 17:30:00+00:00,5474.5,5479.1201171875,5459.580078125,5471.0,758603000
2024-07-02 13:30:00+00:00,5487.47021484375,5489.60009765625,5458.43017578125,5461.83984375,659375476
2024-07-02 17:30:00+00:00,5509.27978515625,5509.56005859375,5485.4599609375,5487.43017578125,718590000
2024-07-03 13:30:00+00:00,5532.5400390625,5533.0498046875,5507.419921875,5507.43994140625,614600942
2024-07-05 13:30:00+00:00,5558.58984375,5559.85986328125,5531.6298828125,5537.91015625,605157782
2024-07-05 17:30:00+00:00,5566.68994140625,5570.330078125,5558.419921875,5558.60986328125,631815000
2024-07-08 13:30:00+00:00,5568.5400390625,5582.68994140625,5562.509765625,5572.75,671299323
2024-07-08 17:30:00+00:00,5572.1298828125,5575.080078125,5562.580078125,5568.5400390625,721244000
2024-07-09 13:30:00+00:00,5579.3798828125,5590.75,5576.66015625,5584.240234375,760714423
2024-07-09 17:30:00+00:00,5577.52001953125,5582.7998046875,5574.56982421875,5579.3798828125,745984000
2024-07-10 13:30:00+00:00,5612.72998046875,5616.72998046875,5586.43994140625,5591.259765625,692127306
2024-07-10 17:30:00+00:00,5632.97998046875,5635.39013671875,5611.75,5612.72021484375,742403000
2024-07-11 13:30:00+00:00,5589.2900390625,5642.4501953125,5578.10009765625,5635.2099609375,928103108
2024-07-11 17:30:00+00:00,5585.509765625,5593.990234375,5576.52978515625,5589.31005859375,870099000
2024-07-12 13:30:00+00:00,5643.18017578125,5643.2001953125,5590.43994140625,5590.759765625,1252004000
